리뷰,음식유형,리뷰2,리뷰3,리뷰4,label,리뷰5,new리뷰,토큰화된리뷰
카운터 아줌마가 물어도 말을 안해요벙어리인줄 불친절하네요 ,한식,['불친절하다'],불친절하다,불친절하다,0,['불친절하다'],['불친절하다'],[14]
양이 좀 부족하고 맛은 보통의맛이어서 기대했는데 좀 아쉽다,한식,"['부족하다', '기대하다', '아쉽다']",부족하다 기대하다 아쉽다,부족하다 기대하다 아쉽다,0,"['부족하다', '기대하다', '아쉽다']","['부족하다', '기대하다', '아쉽다']","[39, 61, 10]"
불쑈 재미있었어요 ㅎㅎ고기 맛도 좋습니다 ㅎ,한식,"['재미있다', '좋다']",재미있다 좋다,재미있다 좋다,1,"['재미있다', '좋다']","['재미있다', '좋다']",[2]
커피는 신 맛이 많이 나서 별론데 빵이 맛나요 특히 소금빵이 담백하고 도지마크루아상은 소스와 크루아상이 잘 어울려서 느끼하지 않고 맛나요,카페,"['담백하다', '느끼하다']",담백하다 느끼하다,담백하다 느끼하다,0,"['담백하다', '느끼하다']","['담백하다', '느끼하다']","[106, 26]"
음식이 짭니다그리고 주방에 계신 분들이 마스크도 안쓰고 계속 웃고 떠들어요 시끄럽게 다 들립니다요리하시는 분들은 마스크 써야하는거 아닌가요재방문은 안할듯요,양식,"['계시다', '시끄럽다', '아니다']",계시다 시끄럽다 아니다,계시 다 시끄럽다 아니다,0,"['계시', '시끄럽다', '아니다']","['계시', '시끄럽다', '아니다']","[63, 29, 6]"
맛있어서 가끔 와요 추운날 라멘 뜨끈하니 좋네여,일식,"['맛있다', '뜨끈하다', '좋다']",맛있다 뜨끈하다 좋다,맛있다 뜨끈하다 좋다,1,"['맛있다', '뜨끈하다', '좋다']","['맛있다', '뜨끈하다', '좋다']","[1, 2]"
킹크랩 맛있어요 ,해산물,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
고급진 한옥카페에서 분위기도 좋고 맛있게 잘먹었습니다 ,카페,"['좋다', '맛있다']",좋다 맛있다,좋다 맛있다,1,"['좋다', '맛있다']","['좋다', '맛있다']","[2, 1]"
깔끔 그자체가성비가 좋아요,일식,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
다른 쿠우쿠우 매장보다 여기가 종류도 많고 맛있어요,일식,"['많다', '맛있다']",많다 맛있다,많다 맛있다,1,"['많다', '맛있다']","['많다', '맛있다']","[8, 1]"
너무 너무 맛있었어요,한식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
봉골레 파스타가 참 맛나요플레터는 양이 너무 많아요,양식,['많다'],많다,많다,1,['많다'],['많다'],[8]
크리스피크림 월드초콜릿더즌 할인   시럽앱에서 할인쿠폰다운받아 구입 매장에 구입하려니 딱개 남았다해서 오늘은 드뎌구입 요고 월드초콜릿은 첨 드셔보는데 맛이 있어요글렌피딕년 비싼위스키랑 같이 드셔보니 오 맛이있더래요 ,디저트,"['있다', '비싸다', '있다']",있다 비싸다 있다,있다 비싸다 있다,0,"['있다', '비싸다', '있다']","['있다', '비싸다', '있다']","[4, 9, 4]"
가게 들어갔는데 직원들 안내도 없고 첫 방문이라 카운터에 있던 여자분한테 어떻게 하면 되는지 물어봤는데 싸가지없게 대답해서 자리 앉기도 전부터 기분 상했어요 리뷰들 보니 여자 직원 불친절하단 이야기들이 꾸준히 있던데 누굴 말하는지 알겠네요ㅋㅋㅋ 지점에서는 리뷰 좀 보고 검토하는 게 어떠신지  평일 저녁에 방문했는데 맛은 그럭저럭이었어요 그런데 피자들은 식어있고 음식들 저어놓지도 않아서 감자튀김은 탄 채로 다 눌어붙어 있고 음식들 주변이 청결하지도 않네요  소름 끼치게 맛있는 것도 아닌 데다가 직원들 불친절한 태도 때문에 두 번 다시 방문할 생각 없습니다,양식,"['없다', '있다', '어떻다', '없다', '불친절하다', '꾸준하다', '있다', '어떻다', '있다', '청결하다', '맛있다', '아니다', '불친절하다', '없다']",없다 있다 어떻다 없다 불친절하다 꾸준하다 있다 어떻다 있다 청결하다 맛있다 아니다 불친절하다 없다,없다 있다 어떻다 없다 불친절하다 꾸준하다 있다 어떻다 있다 청결하다 맛있다 아니다 불친절하다 없다,0,"['없다', '있다', '어떻다', '없다', '불친절하다', '꾸준하다', '있다', '어떻다', '있다', '청결하다', '맛있다', '아니다', '불친절하다', '없다']","['없다', '있다', '어떻다', '없다', '불친절하다', '꾸준하다', '있다', '어떻다', '있다', '청결하다', '맛있다', '아니다', '불친절하다', '없다']","[3, 4, 56, 3, 14, 161, 4, 56, 4, 73, 1, 6, 14, 3]"
어머님의 추천으로 처음와봤는데 너무 좋아요 특히 뷰가 기가막히네요 커피 라떼 맛은 덤입니다,카페,"['좋다', '이다']",좋다 이다,좋다 이다,1,"['좋다', '이다']","['좋다', '이다']","[2, 11]"
빵 맛집 주말엔 자리 없음,디저트,['없다'],없다,없다,0,['없다'],['없다'],[3]
직원분들도 친절하고 음식도 맛있어요ㅎㅎ디저트 볶음밥까지 완벽합니다옥수수동동주가 엄청 싸던데 다음엔 술도 같이 먹어볼거에요,한식,"['친절하다', '맛있다', '완벽하다']",친절하다 맛있다 완벽하다,친절하다 맛있다 완벽하다,1,"['친절하다', '맛있다', '완벽하다']","['친절하다', '맛있다', '완벽하다']","[7, 1, 115]"
맛인네요 ㅎㅎ 우리집앞엔 왜 없을가요,한식,['없다'],없다,없다,0,['없다'],['없다'],[3]
유선호 선장집 좋아요,해산물,['좋다'],좋다,좋다,1,['좋다'],['좋다'],[2]
회정식 잘 먹고갑니다매운탕도 주시고 반찬도 가지수가 많이 나와요가격이 저렴한데도 구성이 나쁘지 않네요,해산물,"['저렴하다', '나쁘다']",저렴하다 나쁘다,저렴하다 나쁘다,0,"['저렴하다', '나쁘다']","['저렴하다', '나쁘다']","[68, 18]"
다양한 음식 모든음식이 맛나요또 가고싶을정도ㅎ 짱국수도 있었으면 제가좋아하는음식이라 ㅎ디저트도 이쁘면서 좋았어요,양식,"['다양하다', '있다', '좋아하다', '이쁘다', '좋다']",다양하다 있다 좋아하다 이쁘다 좋다,다양하다 있다 좋아하다 이쁘다 좋다,1,"['다양하다', '있다', '좋아하다', '이쁘다', '좋다']","['다양하다', '있다', '좋아하다', '이쁘다', '좋다']","[30, 4, 23, 32, 2]"
여기는 무조건 가야되는 곳입니다런치 원에 피자 무한리필에 샐러드바 없는 것 없는 뷔페가 말이 돼요안 가면 안 돼요 빨리 가욧,양식,"['이다', '없다', '없다']",이다 없다 없다,이다 없다 없다,0,"['이다', '없다', '없다']","['이다', '없다', '없다']","[11, 3, 3]"
일산지 바닷가풍경도 이쁘고 빵도 넘 맛있어요,디저트,"['이쁘다', '맛있다']",이쁘다 맛있다,이쁘다 맛있다,1,"['이쁘다', '맛있다']","['이쁘다', '맛있다']","[32, 1]"
맛은 진짜 짱이였어요근데 맛집이라 그런지 넘 시끄럽고 정신없고 ㅠㅠㅠ,해산물,"['그렇다', '시끄럽다', '없다']",그렇다 시끄럽다 없다,그렇다 시끄럽다 없다,0,"['그렇다', '시끄럽다', '없다']","['그렇다', '시끄럽다', '없다']","[12, 29, 3]"
너무 맛있어요 ,양식,['맛있다'],맛있다,맛있다,1,['맛있다'],['맛있다'],[1]
주차공간도 부족하고 분대기해서먹은 맛집 사람들이 기다려서 먹는건 다 이유가 있겠죠,한식,"['부족하다', '있다']",부족하다 있다,부족하다 있다,0,"['부족하다', '있다']","['부족하다', '있다']","[39, 4]"
자리도 구석으로 배정되어서 불편했고음식은 짜서 거의 먹질 못했네요,양식,['불편하다'],불편하다,불편하다,0,['불편하다'],['불편하다'],[13]
직원들이 영불친절함 먹고 숟가락포크 내려놓지도 않았는데 그릇 치우기에 너무 급급해서 영불편함 음식 가지러갔다다 오고 있는데 자리를 거의 다 치우고 있었음 이게 무슨경우 두번째 방문이나 세번째는 가고 싶지않음 ,양식,"['불친절하다', '급하다', '불편하다', '있다', '있다']",불친절하다 급하다 불편하다 있다 있다,불친절하다 급하다 불편하다 있다 있다,0,"['불친절하다', '급하다', '불편하다', '있다', '있다']","['불친절하다', '급하다', '불편하다', '있다', '있다']","[14, 74, 13, 4, 4]"
코로나 이후 오랫만에 찾은 언양기와집불고기 여전히 웨이팅 길었어요 폭염에 피서간 작천정게곡에 물이 없어언양불고기로 허기를 달랬네요대기장소가 너,한식,"['여전하다', '길다', '없다']",여전하다 길다 없다,여전하다 길다 없다,0,"['여전하다', '길다', '없다']","['여전하다', '길다', '없다']","[54, 102, 3]"
커피 마시러 자주 오는데 커피맛도 좋고 뷰도 좋아요 주차도 편해요,디저트,"['좋다', '좋다', '편하다']",좋다 좋다 편하다,좋다 좋다 편하다,1,"['좋다', '좋다', '편하다']","['좋다', '좋다', '편하다']","[2, 2, 21]"
양도 많고 너무 맛있어요 들어가면 인테리어가 너무 이뻐서 만족하고 갑니다,일식,"['많다', '맛있다', '이쁘다', '만족하다']",많다 맛있다 이쁘다 만족하다,많다 맛있다 이쁘다 만족하다,1,"['많다', '맛있다', '이쁘다', '만족하다']","['많다', '맛있다', '이쁘다', '만족하다']","[8, 1, 32, 35]"
주말저녁 시분쯤 아이들이랑 갔다가불친절한 안경낀 남자 사장님때문에 돈쓰고 기분나쁘고 그렇네요시마치면 입장할때 음식마감시간을 알려주던지 시되니 직원들이 마감할까마감해이러면서 슬러쉬음료수 붓고 준비중인가 붙여놓고 또띠아고기는 없고 시되니 뚜껑도 가려놔서 고기없냐니 해동하려면 분걸린답니다우린 온지 분도 안됐는데 급하게 먹는데새우는 얼마나 짠지 소태고 싱거운곳은 싱겁고짬뽕도 짜고 피자도짜고사장님께 말씀드리니 확인해본답니다애들이 오죽하면 콜라랑 초밥은 안짜다합니다새우한접시 더 가져와 먹는데 여전히 짜길래드셔보라하니 자기들은 괜찮답니다짬뽕도 드셔보라니 애들앞에서 버럭 화를냅니다황당함좋게 얘기해도되는걸 왜 손님한테 화를내나요계산하고나오는데 사과도 없음,일식,"['불친절하다', '나쁘다', '그렇다', '없다', '없다', '급하다', '싱겁다', '싱겁다', '오죽하다', '여전하다', '괜찮다', '황당하다', '좋다', '없다']",불친절하다 나쁘다 그렇다 없다 없다 급하다 싱겁다 싱겁다 오죽하다 여전하다 괜찮다 황당하다 좋다 없다,불친절하다 나쁘다 그렇다 없다 없다 급하다 싱겁다 싱겁다 오죽하다 여전하다 괜찮다 황당하다 좋다 없다,0,"['불친절하다', '나쁘다', '그렇다', '없다', '없다', '급하다', '싱겁다', '싱겁다', '오죽하다', '여전하다', '괜찮다', '황당하다', '좋다', '없다']","['불친절하다', '나쁘다', '그렇다', '없다', '없다', '급하다', '싱겁다', '싱겁다', '오죽하다', '여전하다', '괜찮다', '황당하다', '좋다', '없다']","[14, 18, 12, 3, 3, 74, 52, 52, 54, 17, 162, 2, 3]"
년에 한번 정도씩 아웃백을 가고 있는데 갈 때 마다 음식도 맛있고 서버분들이 친절해서 좋았습니다,양식,"['있다', '맛있다', '친절하다', '좋다']",있다 맛있다 친절하다 좋다,있다 맛있다 친절하다 좋다,1,"['있다', '맛있다', '친절하다', '좋다']","['있다', '맛있다', '친절하다', '좋다']","[4, 1, 7, 2]"
뷰도좋고  음식도 맛있네요   양도푸짐해서  배불러요,카페,"['좋다', '맛있다', '배부르다']",좋다 맛있다 배부르다,좋다 맛있다 배부르다,1,"['좋다', '맛있다', '배부르다']","['좋다', '맛있다', '배부르다']","[2, 1, 45]"
일단 캐치테이블 사용하시는 방법은 알고 가셔야 웨이팅 덜합니다 불만이 많아 장점은 앞에 쓰겠습니다  가격이 적당  맛이 평균 그래서 돈이 크게 아까운 금액은 아닙니다불만 말씀 드리면  주방 알바 위생모 안 씁니다  홀알바 불친절합니다  물 쏟아도 안 치워 줍니다 손님이 치우고 계시더라구요  대충 휴지로 슥슥 닦아서 테이블 다 젖어있고 의자도 물 있어서 다음 손님이 휴지로 치우심  음식 늦게 나옵니다 테이블 앉아서 분 기다렸고 웨이팅도 감안하면 시간 걸렸습니다  웨이팅 대기번호 부를 때 엄청 작은 소리로 불러놓고 못들은 손님 그냥 집에 보냅니다 제 앞에 젊은 부부애기 손님 문 앞에서만 분 기다리셨는데 캐치테이블 사용 잘 못 하셔서 식,퓨전,"['덜하다', '많다', '아깝다', '아니다', '불친절하다', '계시다', '있다', '작다', '젊다']",덜하다 많다 아깝다 아니다 불친절하다 계시다 있다 작다 젊다,덜하다 많다 아깝다 아니다 불친절하다 계시 다 있다 작다 젊다,0,"['덜하다', '많다', '아깝다', '아니다', '불친절하다', '계시', '있다', '작다', '젊다']","['덜하다', '많다', '아깝다', '아니다', '불친절하다', '계시', '있다', '작다', '젊다']","[163, 8, 20, 6, 14, 63, 4, 44, 137]"
맛있었어요 아쉬운점은 테이블 티슈가 없어서 불편했어요,양식,"['맛있다', '아쉽다', '없다', '불편하다']",맛있다 아쉽다 없다 불편하다,맛있다 아쉽다 없다 불편하다,0,"['맛있다', '아쉽다', '없다', '불편하다']","['맛있다', '아쉽다', '없다', '불편하다']","[1, 10, 3, 13]"
전체적으로 맛이 없었어요 주문한것도 잘못주문한것 같아서 재차물어보니 잘못해서 다시가져다주었고 고추짜장은 캡사이신 인위적인 매운맛 중화비빔밥은 조금 달고 중화비빔밥에 따라나오는 짬뽕은 햄맛나고 튀김류에 기름냄새가 나서 얘기했더니 죄송하다는 말뿐 마감시간이라서 빠르게 정리하고 빨리나가라는 느낌을 받음조금 불친절 음식들도 다 먹어보니 음식 대충 만드는 것 같았음 기분나쁘게 배부르다 갑니다,중식,"['없다', '같다', '맵다', '죄송하다', '빠르다', '같다', '나쁘다', '배부르다']",없다 같다 맵다 죄송하다 빠르다 같다 나쁘다 배부르다,없다 같다 매다 죄송하다 빠르다 같다 나쁘다 배부르다,0,"['없다', '같다', '매다', '죄송하다', '빠르다', '같다', '나쁘다', '배부르다']","['없다', '같다', '매다', '죄송하다', '빠르다', '같다', '나쁘다', '배부르다']","[3, 5, 50, 48, 136, 5, 18, 45]"
초장집 이라고 하기엔 가격이 비싸네요두번은 안갈듯,중식,['비싸다'],비싸다,비싸다,0,['비싸다'],['비싸다'],[9]
